Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
STEM,Junior,2.946,13.01,Debugging/Troubleshooting,Beginner,3,True,17.45,6,Allowed_With_Citation,7,3.506,80.29,Medium
STEM,Junior,3.448,12.61,Debugging/Troubleshooting,Beginner,1,True,1.0,3,Actively_Encouraged,3,3.623,76.63,Medium
Business,Sophomore,3.439,9.25,Copywriting/Drafting,Intermediate,4,False,4.43,6,Allowed_With_Citation,5,3.505,66.37,Medium
Business,Graduate,2.509,0.89,Summarizing_Reading,Intermediate,5,True,19.7,2,Allowed_With_Citation,1,2.743,94.69,Low
Business,Sophomore,2.65,12.52,Ideation,Beginner,2,False,16.45,6,Allowed_With_Citation,7,2.778,76.58,Low
Humanities,Graduate,2.236,0.92,Ideation,Beginner,1,True,6.45,3,Strict_Ban,3,2.352,73.31,High
Humanities,Junior,2.122,7.99,Summarizing_Reading,Advanced,4,True,12.23,5,Strict_Ban,7,2.59,83.73,Medium
Arts,Freshman,3.229,0.43,Debugging/Troubleshooting,Intermediate,2,False,9.95,1,Allowed_With_Citation,1,3.059,82.19,Low
Humanities,Senior,3.477,31.78,Summarizing_Reading,Advanced,3,False,3.17,8,Allowed_With_Citation,7,3.642,82.08,High
Medical,Senior,3.937,38.0,Summarizing_Reading,Advanced,4,True,3.98,9,Allowed_With_Citation,6,3.907,94.69,High
Humanities,Senior,2.919,7.05,Direct_Answer_Generation,Advanced,3,False,12.02,4,Allowed_With_Citation,3,3.363,83.33,Medium
Business,Junior,3.75,1.57,Ideation,Advanced,3,True,7.55,1,Allowed_With_Citation,3,4.0,77.17,Low
STEM,Senior,2.531,6.57,Copywriting/Drafting,Intermediate,3,True,14.25,2,Actively_Encouraged,4,2.689,58.86,Low
Business,Graduate,2.281,3.75,Debugging/Troubleshooting,Advanced,5,False,13.82,2,Allowed_With_Citation,4,2.631,89.52,Medium
Arts,Freshman,3.895,0.39,Summarizing_Reading,Intermediate,3,False,7.54,4,Allowed_With_Citation,4,3.767,59.97,Medium
Medical,Freshman,3.738,19.3,Debugging/Troubleshooting,Beginner,2,False,13.35,7,Strict_Ban,6,3.902,63.96,High
Medical,Freshman,3.501,13.22,Summarizing_Reading,Intermediate,4,True,13.47,3,Allowed_With_Citation,3,3.593,68.67,High
STEM,Graduate,3.228,3.54,Debugging/Troubleshooting,Intermediate,3,False,11.98,3,Strict_Ban,4,3.336,91.97,Medium
Business,Junior,2.745,3.56,Ideation,Beginner,1,True,10.96,4,Actively_Encouraged,2,2.779,72.98,Medium
Humanities,Freshman,2.691,5.34,Copywriting/Drafting,Advanced,3,True,8.51,3,Allowed_With_Citation,2,2.722,76.65,Low
Business,Freshman,3.685,1.22,Ideation,Advanced,3,True,11.08,3,Strict_Ban,3,3.937,100.0,Low
STEM,Junior,3.178,0.06,Debugging/Troubleshooting,Beginner,1,True,3.03,1,Allowed_With_Citation,7,3.136,38.49,Low
Arts,Senior,3.595,1.18,Copywriting/Drafting,Beginner,1,False,10.35,1,Allowed_With_Citation,4,4.0,74.89,Low
Medical,Senior,3.226,4.37,Summarizing_Reading,Advanced,4,False,7.16,2,Allowed_With_Citation,5,3.094,89.29,Low
Humanities,Graduate,2.897,4.46,Direct_Answer_Generation,Beginner,3,True,19.87,3,Actively_Encouraged,4,3.49,78.92,Low
STEM,Senior,3.207,3.03,Summarizing_Reading,Advanced,5,True,6.47,2,Allowed_With_Citation,3,3.521,78.17,Low
STEM,Freshman,2.912,24.93,Debugging/Troubleshooting,Beginner,1,True,14.35,5,Allowed_With_Citation,4,3.136,78.0,Medium
Business,Senior,3.413,5.01,Ideation,Intermediate,2,True,11.04,3,Allowed_With_Citation,1,3.685,67.93,High
Humanities,Junior,3.088,27.54,Debugging/Troubleshooting,Advanced,4,True,10.33,5,Allowed_With_Citation,6,3.583,76.22,Medium
Medical,Senior,3.284,38.0,Debugging/Troubleshooting,Intermediate,5,True,8.17,9,Allowed_With_Citation,7,3.616,71.71,High
Business,Junior,1.773,10.36,Ideation,Intermediate,3,True,10.49,5,Allowed_With_Citation,7,2.207,72.65,High
Business,Junior,2.865,8.04,Ideation,Beginner,3,False,11.32,5,Strict_Ban,6,2.823,65.34,Medium
Business,Freshman,3.752,4.18,Ideation,Intermediate,3,False,14.91,3,Actively_Encouraged,4,4.0,95.42,Medium
STEM,Graduate,3.144,0.18,Debugging/Troubleshooting,Intermediate,3,False,8.12,4,Allowed_With_Citation,8,3.255,76.75,Medium
Medical,Sophomore,3.363,28.67,Copywriting/Drafting,Beginner,3,False,11.02,8,Strict_Ban,7,3.543,42.9,High
Business,Junior,2.132,8.49,Direct_Answer_Generation,Beginner,2,True,13.93,3,Allowed_With_Citation,4,2.429,63.02,Medium
Medical,Freshman,3.272,7.53,Copywriting/Drafting,Beginner,3,False,16.52,2,Allowed_With_Citation,1,3.675,88.81,Low
Business,Sophomore,3.422,1.02,Ideation,Intermediate,3,True,5.6,2,Strict_Ban,1,3.492,73.39,Medium
Business,Graduate,2.863,25.78,Direct_Answer_Generation,Beginner,2,True,1.08,6,Allowed_With_Citation,7,2.71,50.97,High
STEM,Freshman,2.914,0.83,Direct_Answer_Generation,Intermediate,1,True,6.41,1,Allowed_With_Citation,7,3.075,56.46,Medium
Business,Freshman,2.736,2.29,Ideation,Beginner,1,False,17.61,1,Actively_Encouraged,4,2.952,86.08,Low
Arts,Sophomore,3.431,1.82,Copywriting/Drafting,Beginner,2,True,3.17,2,Allowed_With_Citation,1,3.161,46.63,Medium
Arts,Junior,1.815,9.9,Copywriting/Drafting,Beginner,3,False,8.37,4,Allowed_With_Citation,7,1.869,62.46,Medium
Arts,Junior,2.93,0.13,Direct_Answer_Generation,Advanced,5,True,8.07,2,Actively_Encouraged,4,3.234,78.74,Medium
STEM,Freshman,2.699,0.77,Summarizing_Reading,Intermediate,3,False,9.79,4,Actively_Encouraged,3,2.87,81.02,Medium
Medical,Senior,3.563,8.27,Summarizing_Reading,Intermediate,2,True,5.86,4,Actively_Encouraged,6,3.547,84.36,Low
Medical,Graduate,2.544,4.27,Copywriting/Drafting,Advanced,5,False,15.45,1,Actively_Encouraged,3,2.933,72.82,Medium
STEM,Freshman,2.7,15.13,Copywriting/Drafting,Advanced,5,True,17.32,6,Allowed_With_Citation,5,3.107,69.26,High
Medical,Senior,3.084,1.54,Direct_Answer_Generation,Beginner,3,False,3.03,4,Strict_Ban,1,3.394,66.76,Low
STEM,Junior,3.161,16.19,Debugging/Troubleshooting,Advanced,3,False,12.59,7,Allowed_With_Citation,6,3.446,76.77,Medium
Business,Sophomore,3.309,6.17,Copywriting/Drafting,Beginner,3,True,3.03,3,Strict_Ban,5,3.514,64.61,Medium
Humanities,Junior,2.901,3.9,Copywriting/Drafting,Advanced,3,False,14.23,4,Strict_Ban,3,3.048,68.54,Medium
Medical,Freshman,2.527,11.31,Summarizing_Reading,Beginner,3,False,4.4,7,Allowed_With_Citation,4,2.638,48.28,Medium
STEM,Senior,2.802,8.25,Debugging/Troubleshooting,Advanced,4,True,15.4,4,Strict_Ban,4,3.355,100.0,Low
Humanities,Freshman,3.757,1.4,Copywriting/Drafting,Beginner,2,False,14.17,2,Strict_Ban,5,4.0,72.67,Medium
Humanities,Junior,3.059,1.13,Copywriting/Drafting,Intermediate,2,True,19.75,1,Actively_Encouraged,1,3.35,100.0,Medium
Humanities,Sophomore,3.282,13.28,Copywriting/Drafting,Beginner,2,False,6.73,4,Strict_Ban,10,3.287,67.29,Low
Business,Graduate,3.144,7.33,Debugging/Troubleshooting,Beginner,1,False,12.51,2,Allowed_With_Citation,3,3.347,74.25,Medium
STEM,Junior,3.682,0.44,Debugging/Troubleshooting,Intermediate,3,True,6.53,4,Allowed_With_Citation,3,3.642,82.69,Low
Business,Senior,3.081,32.75,Ideation,Advanced,5,True,16.72,10,Allowed_With_Citation,7,3.381,100.0,Medium
Medical,Graduate,3.431,6.48,Debugging/Troubleshooting,Intermediate,3,False,20.63,4,Allowed_With_Citation,4,3.903,63.37,Medium
Arts,Sophomore,3.164,19.63,Copywriting/Drafting,Beginner,3,True,6.49,5,Strict_Ban,7,2.999,61.53,High
Arts,Graduate,3.606,27.21,Copywriting/Drafting,Intermediate,1,True,16.68,8,Allowed_With_Citation,4,3.753,70.98,Medium
Humanities,Senior,2.354,9.33,Direct_Answer_Generation,Beginner,3,False,11.13,4,Allowed_With_Citation,1,2.52,60.97,High
Humanities,Freshman,3.023,9.96,Copywriting/Drafting,Advanced,4,False,14.43,4,Allowed_With_Citation,1,3.196,69.65,Medium
Business,Freshman,3.717,4.06,Ideation,Beginner,2,True,13.61,4,Allowed_With_Citation,3,3.918,81.32,High
STEM,Senior,2.988,3.22,Summarizing_Reading,Intermediate,2,True,3.22,4,Allowed_With_Citation,9,3.031,87.51,Medium
Medical,Junior,3.754,3.16,Summarizing_Reading,Beginner,2,True,17.51,2,Strict_Ban,8,3.907,81.38,Low
STEM,Junior,3.528,0.45,Summarizing_Reading,Intermediate,3,False,15.27,5,Allowed_With_Citation,3,3.829,63.49,Low
Medical,Graduate,3.696,2.93,Direct_Answer_Generation,Beginner,1,False,8.06,4,Allowed_With_Citation,8,3.852,77.33,Low
STEM,Graduate,3.503,5.93,Summarizing_Reading,Beginner,3,True,13.66,1,Actively_Encouraged,6,3.766,66.92,Low
Arts,Freshman,3.747,1.09,Debugging/Troubleshooting,Intermediate,4,False,16.61,4,Allowed_With_Citation,3,3.892,74.04,Low
STEM,Sophomore,2.461,4.82,Ideation,Intermediate,3,True,10.26,3,Allowed_With_Citation,4,2.5,75.51,Low
STEM,Graduate,3.126,4.76,Direct_Answer_Generation,Advanced,5,False,12.36,4,Allowed_With_Citation,5,3.147,79.38,Medium
Business,Senior,3.555,9.09,Ideation,Advanced,5,False,21.76,4,Strict_Ban,4,3.661,89.54,Low
STEM,Senior,3.141,8.65,Ideation,Beginner,3,False,10.31,1,Allowed_With_Citation,3,3.589,75.32,Medium
Business,Freshman,3.033,2.94,Copywriting/Drafting,Beginner,3,False,7.21,2,Actively_Encouraged,4,3.086,84.69,Medium
Business,Junior,2.917,2.52,Ideation,Beginner,3,False,1.0,3,Allowed_With_Citation,4,2.938,75.17,Low
STEM,Junior,2.751,4.12,Debugging/Troubleshooting,Intermediate,5,False,22.14,2,Allowed_With_Citation,3,2.837,78.28,Medium
Medical,Freshman,3.463,9.57,Debugging/Troubleshooting,Intermediate,3,False,9.87,4,Allowed_With_Citation,4,3.653,55.87,Medium
Humanities,Senior,3.19,8.47,Copywriting/Drafting,Advanced,3,False,3.61,5,Allowed_With_Citation,6,3.488,87.97,High
Business,Sophomore,3.27,22.82,Ideation,Intermediate,3,True,8.71,6,Allowed_With_Citation,2,3.654,92.21,High
Business,Junior,2.516,5.22,Copywriting/Drafting,Beginner,3,False,10.54,3,Strict_Ban,5,2.72,95.07,Medium
Business,Sophomore,3.897,0.4,Ideation,Beginner,1,True,19.31,3,Actively_Encouraged,6,4.0,73.01,Low
Humanities,Freshman,3.086,0.95,Direct_Answer_Generation,Intermediate,1,False,15.01,4,Strict_Ban,3,3.066,76.28,Medium
STEM,Junior,2.47,20.88,Debugging/Troubleshooting,Beginner,1,False,3.81,5,Strict_Ban,7,2.501,43.63,Medium
Business,Sophomore,3.848,22.3,Ideation,Beginner,1,False,4.61,3,Actively_Encouraged,3,4.0,69.9,High
Humanities,Freshman,3.187,5.38,Copywriting/Drafting,Beginner,1,False,8.6,4,Allowed_With_Citation,8,3.171,78.17,Low
Humanities,Freshman,3.641,2.1,Debugging/Troubleshooting,Advanced,5,False,10.41,2,Allowed_With_Citation,7,4.0,100.0,Low
Business,Junior,3.217,11.62,Ideation,Intermediate,3,True,7.34,3,Actively_Encouraged,6,3.416,73.27,High
Business,Freshman,2.989,2.39,Ideation,Intermediate,3,False,13.82,1,Allowed_With_Citation,4,3.101,64.31,Low
STEM,Freshman,2.824,3.9,Debugging/Troubleshooting,Beginner,1,True,8.05,4,Allowed_With_Citation,3,2.79,61.42,Low
Humanities,Graduate,3.566,5.56,Summarizing_Reading,Advanced,3,False,9.98,2,Strict_Ban,4,3.978,100.0,Low
Humanities,Freshman,2.974,14.35,Summarizing_Reading,Intermediate,3,True,11.04,1,Allowed_With_Citation,2,3.044,88.74,High
STEM,Sophomore,3.262,16.59,Debugging/Troubleshooting,Advanced,4,True,16.44,6,Allowed_With_Citation,7,3.775,76.53,Medium
STEM,Freshman,3.323,2.49,Debugging/Troubleshooting,Advanced,5,True,1.0,2,Allowed_With_Citation,6,3.91,56.31,Low
STEM,Graduate,3.506,1.74,Direct_Answer_Generation,Intermediate,3,True,7.75,1,Allowed_With_Citation,3,3.518,58.19,Medium
Medical,Junior,3.359,17.16,Debugging/Troubleshooting,Advanced,4,True,20.18,3,Actively_Encouraged,2,4.0,100.0,Low
Business,Freshman,2.941,15.67,Direct_Answer_Generation,Beginner,2,True,9.88,6,Allowed_With_Citation,7,2.758,59.06,High
STEM,Senior,3.642,40.0,Summarizing_Reading,Beginner,3,False,8.7,6,Allowed_With_Citation,4,3.99,83.6,High
STEM,Senior,3.164,13.21,Ideation,Advanced,3,False,5.57,2,Allowed_With_Citation,7,3.562,83.03,Medium
Business,Graduate,3.287,7.9,Debugging/Troubleshooting,Advanced,5,False,10.82,4,Allowed_With_Citation,5,3.66,84.71,Medium
Humanities,Senior,2.678,11.39,Copywriting/Drafting,Advanced,5,False,9.83,5,Allowed_With_Citation,3,3.035,67.51,Low
Arts,Freshman,3.076,32.32,Debugging/Troubleshooting,Beginner,2,False,3.92,7,Strict_Ban,8,2.683,60.6,High
Medical,Junior,2.905,2.81,Ideation,Advanced,4,False,4.61,4,Strict_Ban,4,2.978,63.83,High
Business,Sophomore,2.621,0.17,Summarizing_Reading,Beginner,2,True,12.59,3,Allowed_With_Citation,2,2.779,82.26,Medium
STEM,Senior,3.345,5.79,Debugging/Troubleshooting,Intermediate,3,False,7.47,3,Strict_Ban,9,3.393,80.67,Low
Arts,Junior,3.609,5.38,Direct_Answer_Generation,Beginner,1,False,17.66,3,Actively_Encouraged,3,3.964,70.14,Low
Medical,Senior,3.255,1.05,Direct_Answer_Generation,Beginner,2,True,5.33,2,Allowed_With_Citation,8,3.447,78.0,Low
Business,Freshman,2.798,2.66,Direct_Answer_Generation,Beginner,3,True,14.1,1,Allowed_With_Citation,6,2.859,73.29,Medium
Business,Junior,3.267,8.49,Ideation,Intermediate,4,False,6.65,4,Allowed_With_Citation,3,3.552,95.56,Medium
Humanities,Junior,2.147,7.16,Ideation,Beginner,2,True,12.88,1,Allowed_With_Citation,5,2.604,75.44,Low
Humanities,Graduate,3.362,6.35,Copywriting/Drafting,Intermediate,2,False,8.07,1,Allowed_With_Citation,1,3.528,77.52,Medium
Business,Freshman,3.736,0.72,Ideation,Advanced,3,False,16.7,2,Allowed_With_Citation,5,3.906,83.23,Low
Medical,Senior,2.691,9.41,Summarizing_Reading,Intermediate,1,False,28.38,4,Actively_Encouraged,5,3.223,100.0,High
Business,Freshman,2.675,16.12,Copywriting/Drafting,Advanced,3,False,13.8,7,Allowed_With_Citation,5,2.901,77.45,Medium
Arts,Freshman,3.35,0.73,Ideation,Intermediate,4,True,15.35,4,Strict_Ban,4,3.503,77.95,Low
STEM,Sophomore,2.827,40.0,Debugging/Troubleshooting,Beginner,2,True,8.51,10,Strict_Ban,9,3.011,59.35,High
STEM,Senior,2.509,7.94,Ideation,Intermediate,2,True,11.4,4,Allowed_With_Citation,2,2.691,83.27,Medium
Business,Senior,3.162,15.47,Ideation,Intermediate,1,False,11.75,6,Allowed_With_Citation,4,3.541,88.5,High
STEM,Junior,2.67,21.97,Debugging/Troubleshooting,Advanced,3,False,9.12,6,Strict_Ban,10,2.961,85.78,High
Business,Senior,3.788,6.6,Ideation,Advanced,5,False,15.9,2,Strict_Ban,6,3.997,91.39,Low
STEM,Sophomore,2.42,6.49,Summarizing_Reading,Intermediate,2,False,7.07,5,Allowed_With_Citation,1,2.272,100.0,High
Arts,Junior,3.269,20.24,Copywriting/Drafting,Beginner,3,False,4.12,7,Actively_Encouraged,8,3.399,76.13,High
Arts,Junior,3.43,2.08,Ideation,Intermediate,3,False,15.12,1,Allowed_With_Citation,2,3.91,87.14,Low
Humanities,Senior,3.279,0.02,Copywriting/Drafting,Advanced,5,True,1.0,3,Actively_Encouraged,7,3.33,85.44,Medium
STEM,Junior,2.874,1.29,Copywriting/Drafting,Advanced,5,False,14.21,1,Allowed_With_Citation,2,3.091,84.4,Low
Business,Sophomore,3.052,11.03,Ideation,Advanced,4,True,7.45,4,Allowed_With_Citation,6,2.999,63.35,Medium
Medical,Graduate,2.846,3.24,Direct_Answer_Generation,Advanced,4,True,16.13,2,Allowed_With_Citation,2,3.176,67.68,Medium
Business,Graduate,3.572,0.39,Copywriting/Drafting,Intermediate,3,False,14.29,4,Actively_Encouraged,7,3.807,76.98,Medium
STEM,Senior,2.351,7.42,Debugging/Troubleshooting,Intermediate,5,False,6.09,3,Allowed_With_Citation,5,2.352,68.77,High
STEM,Junior,2.854,5.99,Debugging/Troubleshooting,Intermediate,2,False,16.8,4,Allowed_With_Citation,3,3.122,64.9,High
Humanities,Junior,3.544,5.16,Debugging/Troubleshooting,Intermediate,2,False,10.4,2,Allowed_With_Citation,3,3.838,80.28,Low
STEM,Freshman,3.693,6.7,Debugging/Troubleshooting,Advanced,4,False,2.41,1,Strict_Ban,2,3.76,94.78,High
Arts,Sophomore,3.509,32.18,Ideation,Advanced,4,True,10.56,6,Allowed_With_Citation,4,3.704,65.87,High
Arts,Graduate,2.312,12.62,Copywriting/Drafting,Beginner,3,True,13.97,7,Actively_Encouraged,5,2.513,92.02,Medium
STEM,Junior,3.376,0.47,Debugging/Troubleshooting,Advanced,4,False,14.56,3,Actively_Encouraged,3,3.693,73.16,Medium
Humanities,Junior,3.452,12.24,Copywriting/Drafting,Beginner,2,True,14.82,4,Allowed_With_Citation,5,3.822,86.66,High
STEM,Graduate,2.83,16.31,Debugging/Troubleshooting,Advanced,4,True,5.34,3,Strict_Ban,6,3.276,86.83,High
Medical,Graduate,3.093,0.63,Summarizing_Reading,Beginner,2,True,12.68,1,Strict_Ban,6,3.471,81.88,Medium
Business,Junior,3.117,2.27,Debugging/Troubleshooting,Intermediate,4,False,6.57,3,Allowed_With_Citation,2,3.19,91.06,Medium
Business,Sophomore,2.913,11.47,Debugging/Troubleshooting,Intermediate,3,False,9.98,1,Strict_Ban,5,3.133,56.53,Medium
Humanities,Freshman,3.498,5.31,Ideation,Beginner,2,False,9.33,3,Actively_Encouraged,3,3.617,78.68,Medium
Business,Graduate,3.514,1.88,Copywriting/Drafting,Advanced,3,True,5.94,1,Actively_Encouraged,5,3.464,87.64,Low
Humanities,Graduate,3.326,5.7,Ideation,Advanced,3,False,6.07,2,Actively_Encouraged,1,3.416,67.3,Low
Humanities,Junior,3.659,8.09,Debugging/Troubleshooting,Intermediate,1,False,10.8,2,Strict_Ban,4,3.969,53.12,Medium
Business,Freshman,2.325,2.59,Ideation,Advanced,5,False,13.44,3,Allowed_With_Citation,3,2.444,74.39,Low
Business,Junior,3.775,24.46,Copywriting/Drafting,Advanced,3,False,12.94,3,Allowed_With_Citation,1,4.0,99.98,High
STEM,Sophomore,3.272,5.57,Ideation,Intermediate,4,False,2.54,3,Actively_Encouraged,6,3.125,78.25,Low
STEM,Freshman,2.51,14.81,Debugging/Troubleshooting,Advanced,4,True,10.32,4,Allowed_With_Citation,6,2.834,77.23,High
Humanities,Graduate,2.524,7.1,Copywriting/Drafting,Intermediate,1,True,16.97,1,Actively_Encouraged,3,2.935,75.73,Medium
Humanities,Sophomore,3.848,2.76,Copywriting/Drafting,Beginner,3,True,12.21,5,Allowed_With_Citation,7,4.0,80.55,Low
Business,Senior,3.15,11.33,Debugging/Troubleshooting,Advanced,4,True,13.29,4,Strict_Ban,3,3.635,86.9,Medium
Medical,Junior,2.819,6.69,Copywriting/Drafting,Advanced,3,True,2.34,5,Allowed_With_Citation,8,2.999,96.81,High
STEM,Senior,3.42,13.63,Debugging/Troubleshooting,Intermediate,3,True,9.9,5,Allowed_With_Citation,7,3.855,79.22,High
STEM,Senior,3.131,10.17,Debugging/Troubleshooting,Beginner,2,True,13.61,4,Allowed_With_Citation,2,3.206,77.1,Low
STEM,Freshman,3.314,9.19,Summarizing_Reading,Beginner,3,True,13.95,3,Allowed_With_Citation,3,3.401,69.72,Medium
Business,Junior,2.353,28.51,Ideation,Beginner,3,False,11.07,4,Allowed_With_Citation,5,2.574,46.86,High
Humanities,Sophomore,2.846,11.75,Summarizing_Reading,Intermediate,4,True,5.52,5,Actively_Encouraged,3,2.915,81.32,Medium
Business,Senior,2.915,3.3,Summarizing_Reading,Intermediate,1,False,16.68,4,Allowed_With_Citation,5,3.003,61.67,Medium
STEM,Junior,3.21,17.36,Debugging/Troubleshooting,Advanced,5,False,13.1,4,Strict_Ban,8,3.644,78.22,Medium
Business,Sophomore,3.453,19.41,Ideation,Intermediate,3,False,7.25,6,Actively_Encouraged,2,3.685,79.89,Low
Medical,Sophomore,3.553,13.47,Summarizing_Reading,Advanced,4,False,11.15,5,Allowed_With_Citation,8,3.799,89.65,Medium
Medical,Freshman,2.448,7.25,Direct_Answer_Generation,Advanced,4,False,9.42,3,Allowed_With_Citation,5,2.512,68.28,Medium
Medical,Freshman,2.176,16.01,Summarizing_Reading,Intermediate,3,True,11.09,7,Allowed_With_Citation,4,2.504,74.23,High
Arts,Senior,2.555,6.81,Copywriting/Drafting,Beginner,2,False,13.41,5,Actively_Encouraged,4,2.948,83.83,Medium
Medical,Junior,3.323,0.0,Direct_Answer_Generation,Advanced,3,False,18.17,1,Allowed_With_Citation,6,3.577,81.8,Low
STEM,Sophomore,3.613,4.04,Summarizing_Reading,Advanced,5,False,13.24,4,Allowed_With_Citation,5,3.712,70.28,Low
STEM,Senior,3.394,7.08,Summarizing_Reading,Beginner,2,True,6.74,5,Actively_Encouraged,5,3.556,78.98,Medium
STEM,Junior,3.663,4.56,Debugging/Troubleshooting,Advanced,3,False,14.75,4,Actively_Encouraged,4,3.948,100.0,Medium
Business,Senior,3.44,6.85,Ideation,Beginner,3,False,15.95,5,Allowed_With_Citation,3,3.863,85.97,Low
Medical,Senior,2.186,17.87,Direct_Answer_Generation,Beginner,3,False,7.37,5,Allowed_With_Citation,7,2.104,76.79,Medium
STEM,Senior,3.225,7.98,Debugging/Troubleshooting,Intermediate,3,False,17.21,5,Allowed_With_Citation,7,3.559,82.44,Medium
Business,Senior,3.629,3.59,Summarizing_Reading,Beginner,1,False,12.54,4,Allowed_With_Citation,4,3.938,67.48,Low
Business,Senior,2.169,6.91,Ideation,Intermediate,2,True,22.41,2,Allowed_With_Citation,3,2.633,84.65,Low
Medical,Senior,2.274,6.11,Summarizing_Reading,Intermediate,3,False,16.86,3,Strict_Ban,3,2.571,69.95,Medium
Business,Senior,3.069,2.34,Copywriting/Drafting,Beginner,3,False,3.9,3,Actively_Encouraged,5,3.355,79.46,Low
Medical,Freshman,2.972,0.7,Debugging/Troubleshooting,Beginner,2,False,13.98,4,Allowed_With_Citation,4,2.973,64.5,Medium
Humanities,Sophomore,3.653,20.3,Ideation,Intermediate,1,False,9.79,3,Allowed_With_Citation,4,4.0,76.82,High
Humanities,Freshman,2.276,3.09,Debugging/Troubleshooting,Advanced,5,True,11.78,4,Allowed_With_Citation,2,2.342,97.63,Low
Business,Freshman,3.312,4.84,Ideation,Intermediate,3,False,14.62,4,Actively_Encouraged,2,3.69,79.57,High
Humanities,Senior,3.815,2.92,Direct_Answer_Generation,Advanced,3,False,12.37,4,Actively_Encouraged,3,4.0,82.82,Medium
STEM,Graduate,2.534,29.6,Debugging/Troubleshooting,Beginner,2,True,1.0,9,Allowed_With_Citation,7,2.753,58.14,High
Business,Senior,3.201,0.26,Summarizing_Reading,Beginner,2,False,14.94,1,Allowed_With_Citation,4,3.528,93.97,Medium
Arts,Graduate,3.193,13.09,Ideation,Beginner,2,True,3.34,5,Allowed_With_Citation,4,3.532,58.21,High
Business,Sophomore,2.804,0.9,Ideation,Beginner,1,False,6.95,2,Strict_Ban,1,2.656,82.93,Medium
Humanities,Senior,2.838,2.99,Ideation,Advanced,4,True,16.97,3,Allowed_With_Citation,5,3.055,93.37,Low
Business,Sophomore,2.773,1.47,Ideation,Advanced,3,False,17.68,1,Actively_Encouraged,6,2.893,68.83,Low
Humanities,Graduate,2.727,0.09,Copywriting/Drafting,Beginner,3,True,9.56,3,Actively_Encouraged,3,2.969,70.72,Medium
STEM,Senior,3.704,2.49,Debugging/Troubleshooting,Advanced,4,False,12.89,5,Allowed_With_Citation,6,4.0,93.64,Medium
Business,Graduate,3.349,18.99,Ideation,Beginner,1,True,5.0,4,Allowed_With_Citation,8,3.441,100.0,High
STEM,Senior,2.1,10.63,Copywriting/Drafting,Intermediate,5,True,3.63,3,Allowed_With_Citation,5,2.26,77.58,High
STEM,Sophomore,3.033,1.33,Debugging/Troubleshooting,Intermediate,4,False,7.42,4,Allowed_With_Citation,1,3.122,59.64,Low
Arts,Freshman,3.463,23.14,Summarizing_Reading,Beginner,1,False,3.04,6,Actively_Encouraged,5,3.476,84.43,High
STEM,Graduate,2.922,28.52,Debugging/Troubleshooting,Advanced,3,False,8.08,7,Actively_Encouraged,6,3.327,73.49,High
Medical,Junior,3.488,20.99,Direct_Answer_Generation,Beginner,2,False,9.32,5,Allowed_With_Citation,5,3.463,41.5,Medium
